,round,fold,mse,r2
0,4,0,0.4999716810587813,0.567797024953951
1,4,1,0.42830822274997066,0.39009120689453614
2,4,2,0.6137165626522512,0.331188165587338
3,4,3,0.6536307728534843,0.2705430357433284
4,4,4,0.7704270859878648,0.4109537206203101
